id,original_title,original_language,genre,overview,popularity,vote_count,vote_average,release_date
10112,The Aristocats,en,"Animation, Comedy, Family, Adventure","When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children—Bonfamille’s beloved family of cats—the butler plots to steal the money and kidnaps the legatees, leaving them out on a country road. All seems lost until the wily Thomas O’Malley Cat and his jazz-playing alley cats come to the aristocats’ rescue.",20.9913,5266,7.293,1970-12-24
535356,Elisa y Marcela,es,"Drama, Romance","The film tells the true story of Elisa Sánchez Loriga and Marcela Gracia Ibeas, two women in 1901 Spain who fell deeply in love. To overcome societal and legal barriers to their relationship, Elisa assumes a male identity, enabling the pair to marry in secret. Their daring act makes them the first recorded same-sex couple to marry in Spain, but their love is tested as they face relentless persecution and sacrifice.",1.3483,396,7.292,2019-05-24
408220,Justice League Dark,en,"Animation, Action, Adventure, Fantasy, Science Fiction","When innocent civilians begin committing unthinkable crimes across Metropolis, Gotham City and beyond, Batman must call upon mystical counterparts to eradicate this demonic threat to the planet; enter Justice League Dark. This team of Dark Arts specialists must unravel the mystery of Earth's supernatural plague and contend with the rising, powerful villainous forces behind the siege—before it's too late for all of mankind.",1.7705,1108,7.292,2017-01-24
269258,Honig im Kopf,de,"Comedy, Drama","Before eleven years old Tilda's parents can put her beloved grandfather in an old people's home due to his progressing Alzheimer disease, she takes him on one last adventure that subliminally threatens to tear her family apart.",2.9783,363,7.292,2014-12-25
39108,ドラゴンボールZ 龍拳爆発!!悟空がやらねば誰がやる,ja,"Animation, Action, Science Fiction",The Z Warriors discover an unopenable music box and are told to open it with the Dragon Balls. The contents turn out to be a warrior named Tapion who had sealed himself inside along with a monster called Hildegarn. Goku must now perfect a new technique to defeat the evil monster.,6.3345,762,7.29,1995-07-15
10397,Angela's Ashes,en,Drama,"An Irish Catholic family returns to 1930s Limerick after a child's death in America. The unemployed I.R.A. veteran father struggles with poverty, prejudice, and alcoholism as the family endures harsh slum conditions.",4.2164,339,7.3,1999-12-25
493922,Hereditary,en,"Horror, Mystery, Thriller","Following the death of the Leigh family matriarch, Annie and her children uncover disturbing secrets about their heritage. Their daily lives are not only impacted, but they also become entangled in a chilling fate from which they cannot escape, driving them to the brink of madness.",8.3317,8263,7.291,2018-06-07
43266,How Green Was My Valley,en,Drama,A man in his fifties reminisces about his childhood growing up in a Welsh mining village at the turn of the 20th century.,1.2616,434,7.3,1941-10-28
14554,Bad Day at Black Rock,en,"Thriller, Mystery, Western","One-armed war veteran John J. Macreedy steps off a train at the sleepy little town of Black Rock.  Once there, he begins to unravel a web of lies, secrecy, and murder.",1.8187,396,7.29,1955-01-13
13932,Jack-Jack Attack,en,"Adventure, Animation, Family","The Parrs' baby Jack-Jack is thought to be normal, not having any super-powers like his parents or siblings. But when an outsider is hired to watch him, Jack-Jack shows his true potential.",1.237,966,7.29,2005-03-15
11190,Возвращение,ru,"Drama, Mystery","Two young brothers in contemporary Russia are reunited with a father they know only from an old photograph after his sudden return from a long absence. With their mother’s reluctant consent, they set out on a remote trip that quickly becomes an uneasy test of authority, trust, and masculinity. As the journey moves deeper into the wilderness, the fragile bonds between father and sons are pushed to their limits.",3.8443,675,7.3,2003-06-25
332270,Битва за Севастополь,ru,"War, Drama, Romance","The story of Lyudmila Pavlichenko, the most successful female sniper in history.",5.0573,485,7.288,2015-04-02
298115,Dragons: Dawn of the Dragon Racers,en,"Animation, Family, Adventure, Comedy, Fantasy",A hunt for a lost sheep turns into a competition between Hiccup and friends as they compete to become the first Dragon Racing champion of Berk.,5.2406,365,7.288,2014-11-01
258230,A Monster Calls,en,"Fantasy, Adventure, Family",12-year-old Conor encounters an ancient tree monster who proceeds to help him cope with his mother's terminal illness and being bullied in school.,3.9224,3487,7.3,2016-10-07
15601,Scooby-Doo and the Cyber Chase,en,"Animation, Adventure, Comedy","When Scooby and the gang get trapped in a video game created for the gang, they must fight against the 'Phantom Virus.' To escape the game they must go level by level and defeat the game once and for all.",2.2737,540,7.288,2001-03-22
118412,ベルセルク 黄金時代篇Ⅱ ドルドレイ攻略,ja,"Animation, Action, Adventure, Drama, Fantasy",The Band of the Hawk and their enigmatic leader Griffith continue winning battle after battle as their prestige throughout the kingdom of Midland grows. But their latest task is one that has seen failure from everyone who has attempted it: the subjugation of the impenetrable fortress of Doldrey.,2.8,442,7.3,2012-06-23
255,Baisers volés,fr,"Comedy, Drama, Romance","The third in a series of films featuring François Truffaut's alter-ego, Antoine Doinel, the story resumes with Antoine being discharged from military service. His sweetheart Christine's father lands Antoine a job as a security guard, which he promptly loses. Stumbling into a position assisting a private detective, Antoine falls for his employers' seductive wife, Fabienne, and finds that he must choose between the older woman and Christine.",3.5446,448,7.287,1968-09-04
785663,Old Henry,en,"Western, Action, Drama","A widowed farmer and his son warily take in a mysterious, injured man with a satchel of cash. When a posse of men claiming to be the law come for the money, the farmer must decide who to trust. Defending a siege of his homestead, the farmer reveals a talent for gun-slinging that surprises everyone calling his true identity into question.",2.9809,644,7.286,2021-10-01
15384,赤壁：決戰天下,zh,"Action, Adventure, Drama, History, War","The battle of Red Cliff continues and the alliance between Xu and East Wu is fracturing.  With Cao Cao's massive forces on their doorstep, will the kingdoms of Xu and East Wu survive?",6.0676,475,7.286,2009-01-07
14003,劇場版 鋼の錬金術師 シャンバラを征く者,ja,"Action, Adventure, Animation, Drama","Munich, Germany, 1923. Two years have passed since Edward Elric was dragged from his own world to ours, leaving behind his country, his friends and his younger brother, Alphonse. Stripped of his alchemical powers, he has been all this time researching rocketry together with Alphonse Heiderich, a young man who resembles his own brother, hoping to one day find a way back home. His efforts so far had proven fruitless, but after lending a hand to a troubled gipsy girl, Edward is thrown in a series of events that can wreak havoc in both worlds. Meanwhile, at his own world, Alphonse Elric ventures deeper into the mysteries of alchemy in search for a way to reunite with his older brother.",1.6334,373,7.286,2005-07-21
11502,Nóż w wodzie,pl,"Drama, Thriller","On their way to an afternoon on the lake, husband and wife Andrzej and Krystyna nearly run over a young hitchhiker. Inviting the young man onto the boat with them, Andrzej begins to subtly torment him; the hitchhiker responds by making overtures toward Krystyna. When the hitchhiker is accidentally knocked overboard, the husband's panic results in unexpected consequences.",3.512,455,7.286,1962-03-09
842675,流浪地球2,zh,"Science Fiction, Action, Adventure","Humans built huge engines on the surface of the earth to find a new home. But the road to the universe is perilous. In order to save earth, young people once again have to step forward to start a race against time for life and death.",7.727,677,7.285,2023-01-22
53457,Elle s'appelait Sarah,fr,"Drama, War","On the night of 16 July 1942, ten year old Sarah and her parents are being arrested and transported to the Velodrome d'Hiver in Paris where thousands of other jews are being sent to get deported. Sarah however managed to lock her little brother in a closet just before the police entered their apartment. Sixty years later, Julia Jarmond, an American journalist in Paris, gets the assignment to write an article about this raid, a black page in the history of France. She starts digging archives and through Sarah's file discovers a well kept secret about her own in-laws.",3.4914,702,7.285,2010-09-16
20620,Seconds,en,"Science Fiction, Thriller, Horror",An unhappy middle-aged banker agrees to a procedure that will fake his death and give him a completely new look and identity; one that comes with its own price.,3.0828,411,7.285,1966-10-05
12900,Conspiracy,en,"History, Drama, War, TV Movie","At the Wannsee Conference on January 20, 1942, senior Nazi officials meet to determine the manner in which the so-called ""Final Solution to the Jewish Question"" can be best implemented.",1.6509,447,7.3,2001-05-19
1367,Rocky II,en,Drama,"After Rocky goes the distance with champ Apollo Creed, both try to put the fight behind them and move on. Rocky settles down with Adrian but can't put his life together outside the ring, while Creed seeks a rematch to restore his reputation. Soon enough, the ""Master of Disaster"" and the ""Italian Stallion"" are set on a collision course for a climactic battle that is brutal and unforgettable.",6.3412,4646,7.285,1979-06-15
614587,ルパン三世 THE FIRST,ja,"Adventure, Action, Animation","The iconic ""gentleman thief"" Lupin III returns in an action-packed, continent-spanning adventure, as Lupin III and his colorful underworld companions race to uncover the secrets of the mysterious Bresson Diary, before it falls into the hands of a dark cabal that will stop at nothing to resurrect the Third Reich.",1.4713,303,7.284,2019-12-06
610120,Anima,en,Music,"In a short musical film directed by Paul Thomas Anderson, Thom Yorke of Radiohead stars in a mind-bending visual piece. Best played loud.",0.6702,457,7.284,2019-06-26
60308,Moneyball,en,Drama,"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.",4.0766,5535,7.284,2011-09-23
36040,Walkabout,en,"Adventure, Drama","Under the pretense of having a picnic, a geologist takes his teenage daughter and 6-year-old son into the Australian outback and attempts to shoot them. When he fails, he turns the gun on himself, and the two city-bred children must contend with harsh wilderness alone. They are saved by a chance encounter with an Aboriginal boy who shows them how to survive, and in the process underscores the disharmony between nature and modern life.",1.5632,426,7.284,1971-07-01
25673,A Place in the Sun,en,"Drama, Romance, Crime",A young social climber wins the heart of a beautiful heiress but his former girlfriend's pregnancy stands in the way of his ambition.,3.8173,408,7.284,1951-06-12
16907,劇場版 NARUTO 大活劇! 雪姫忍法帖だってばよ!!,ja,"Comedy, Action, Animation, Adventure","Naruto is thrilled when he is sent on a mission to protect his favorite actress, Yukie Fujikaze, on the set of her new movie, The Adventures of Princess Gale. But when the crew ventures out to film in the icy, foreboding Land of Snow, Yukie mysteriously flees! Naruto and his squad set off to find her... unaware that three Snow Ninja lie in wait, with a sinister purpose that will force Yukie to face her hidden past!",3.5666,594,7.284,2004-08-21
668461,Slumberland,en,"Family, Fantasy, Comedy","A young girl discovers a secret map to the dreamworld of Slumberland, and with the help of an eccentric outlaw, she traverses dreams and flees nightmares, with the hope that she will be able to see her late father again.",3.0449,899,7.283,2022-11-18
68734,Argo,en,"Drama, Thriller","As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.",4.697,8696,7.283,2012-10-11
2270,Stardust,en,"Adventure, Fantasy, Romance, Family","In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm. His journey takes him into a world beyond his wildest dreams and reveals his true identity.",4.716,4287,7.3,2007-08-10
1433,El espinazo del diablo,es,"Fantasy, Drama, Horror, Thriller","Spain, 1939. In the last days of the Spanish Civil War, the young Carlos arrives at the Santa Lucía orphanage, where he will make friends and enemies as he follows the quiet footsteps of a mysterious presence eager for revenge.",2.2649,1308,7.283,2001-04-20
941,Lethal Weapon,en,"Action, Comedy, Thriller",A veteran cop and an unstable detective become partners who must put their differences aside in order to bring down a heroin-smuggling ring run by ex-Special Forces.,6.9176,4845,7.283,1987-03-06
508642,곤지암,ko,"Horror, Mystery","The crew of a horror web series travels to an abandoned asylum for a live broadcast, but they encounter much more than expected as they move deeper inside the nightmarish old building.",8.507,858,7.282,2018-03-28
156022,The Equalizer,en,"Thriller, Action, Crime","McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",11.148,9627,7.282,2014-09-24
72478,Sala samobójców,pl,"Drama, Thriller","Moody, dark and handsome Dominik is tormented by his classmates after video footage of his drunken kiss with bully Alex is spread across the Internet. Grappling with the public humiliation Dominik seeks solace in an avatar based “suicide room” where the pink-haired rebel Sylvia consoles him.",1.3721,472,7.282,2011-03-04
47653,The Immigrant,en,"Comedy, Romance",A European immigrant endures a challenging voyage only to get into trouble as soon as he arrives in New York.,3.9477,303,7.282,1917-06-17
14320,Great Expectations,en,"Drama, Romance","In this Dickens adaptation, orphan Pip discovers through lawyer Mr. Jaggers that a mysterious benefactor wishes to ensure that he becomes a gentleman. Reunited with his childhood patron, Miss Havisham, and his first love, the beautiful but emotionally cold Estella, he discovers that the elderly spinster has gone mad from having been left at the altar as a young woman, and has made her charge into a warped, unfeeling heartbreaker.",1.332,363,7.3,1946-12-26
12902,Scooby-Doo! and the Loch Ness Monster,en,"Family, Adventure, Animation, Comedy, Fantasy, Mystery","While the gang travel to Scotland to visit Daphne's cousin and witness the annual Highland Games, they find themselves terrorized by the legendary Loch Ness Monster.",5.9331,442,7.282,2004-05-20
228,Der blaue Engel,de,Drama,"Prim professor Immanuel Rath finds some of his students ogling racy photos of cabaret performer Lola Lola and visits a local club, The Blue Angel, in an attempt to catch them there. Seeing Lola perform, the teacher is filled with lust, eventually resigning his position at the school to marry the young woman. However, his marriage to a coquette -- whose job is to entice men -- proves to be more difficult than Rath imagined.",0.9623,348,7.3,1930-04-01
438148,Minions: The Rise of Gru,en,"Family, Comedy, Adventure, Animation, Science Fiction, Fantasy","A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions.",8.7124,3878,7.281,2022-06-29
401306,On a retrouvé la 7ème compagnie,fr,"Comedy, War",The second part of the Seventh Company adventures.,0.6271,303,7.281,1975-12-10
379291,Justice League vs. Teen Titans,en,"Science Fiction, Action, Animation, Adventure, Comedy, Drama, Fantasy",Robin is sent by Batman to work with the Teen Titans after his volatile behavior botches up a Justice League mission. The Titans must then step up to face Trigon after he possesses the League and threatens to conquer the world.,1.8785,1013,7.281,2016-03-26
11426,From Here to Eternity,en,"War, Romance, Drama","In 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second in command are falling in love.",1.8042,683,7.281,1953-08-28
576845,Last Night in Soho,en,"Horror, Mystery","A young girl, passionate about fashion design, is mysteriously able to enter the 1960s where she encounters her idol, a dazzling wannabe singer. But 1960s London is not what it seems, and time seems to be falling apart with shady consequences.",3.9284,3704,7.281,2021-10-21
304357,Woman in Gold,en,Drama,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover a world famous painting of her aunt plundered by the Nazis during World War II, she believes rightfully belongs to her family. She did so not just to regain what was rightfully hers, but also to obtain some measure of justice for the death, destruction, and massive art theft perpetrated by the Nazis.",1.2627,1431,7.28,2015-03-20
228194,The Hundred-Foot Journey,en,"Drama, Comedy",A story centered around an Indian family who moves to France and opens a restaurant across the street from a Michelin-starred French restaurant.,1.5904,1496,7.28,2014-08-06
30497,The Texas Chain Saw Massacre,en,Horror,"Five friends head out to rural Texas to visit the grave of a grandfather. On the way, they stumble across what appears to be a deserted house, only to discover something sinister within. Something armed with a chainsaw.",5.3616,3656,7.28,1974-10-11
1262,Stranger Than Fiction,en,"Drama, Comedy, Romance, Fantasy",Harold Crick is a lonely IRS agent whose mundane existence is transformed when he hears a mysterious voice narrating his life.,1.6551,2433,7.28,2006-09-09
259761,Lights Out,xx,Horror,"A woman prepares for bed, but realizes that something may be lurking in the shadows.",1.7057,378,7.279,2014-05-10
16227,Dark Passage,en,"Thriller, Mystery",A man convicted of murdering his wife escapes from prison and works with a woman to try and prove his innocence.,1.0005,337,7.279,1947-09-05
9587,Little Women,en,"Drama, Romance",Four sisters come of age in America in the aftermath of the Civil War.,3.5962,1295,7.3,1994-12-21
9473,"South Park: Bigger, Longer & Uncut",en,"Animation, Comedy","In this feature film based on the hit animated series, the third graders of South Park sneak into an R-rated film by ultra-vulgar Canadian television personalities Terrance and Phillip, and emerge with expanded vocabularies that leave their parents and teachers scandalized. When outraged Americans try to censor the film, the controversy spirals into a call to wage war on Canada and Terrance and Phillip end up on death row, with the kids their only hope of rescue.",4.1905,2845,7.3,1999-06-24
2748,Viaggio in Italia,it,"Drama, Romance","Married for eight years with no children, Brits Katherine and Alex Joyce are driving to Italy, their ultimate destination just outside of Naples to sell the villa they have just inherited from his uncle, the villa where they will be staying during their time there. On the drive, they come to the realization that this trip marks the first time that they have truly been alone together, and as such don't really know one another in the true sense.",3.5382,315,7.3,1954-09-07
779,Vampyr - Der Traum des Allan Grey,de,"Horror, Fantasy, Mystery",A superstitious drifter stumbles upon an inn where a severely ill adolescent girl is slowly becoming a vampire.,1.4519,576,7.279,1932-05-06
1056360,American Fiction,en,"Comedy, Drama","A novelist fed up with the establishment profiting from ""Black"" entertainment uses a pen name to write a book that propels him into the heart of hypocrisy and the madness he claims to disdain.",5.9676,1226,7.279,2023-11-10
837335,La chimera,it,"Drama, Fantasy, Comedy","Just out of jail, rumpled English archaeologist Arthur reconnects with his wayward crew of tombaroli accomplices – a happy-go-lucky collective of itinerant grave-robbers who survive by looting Etruscan tombs and fencing the ancient treasures they dig up.",2.2052,521,7.278,2023-10-12
416494,Status Update,en,"Comedy, Fantasy, Science Fiction","After being uprooted by his parents' separation and unable to fit into his new hometown, a teenager stumbles upon a magical app that causes his social media updates to come true.",5.1046,560,7.278,2018-02-09
23566,Barbie and the Three Musketeers,en,"Animation, Family","Corinne is a young country girl who heads to Paris to pursue her big dream – to become a female musketeer! Never could she imagine she would meet three other girls who secretly share the same dream! Using their special talents, the girls work together as a team to foil a plot and save the prince. It's all for one and one for all!",5.1374,712,7.278,2009-09-15
21956,Scooby-Doo! and the Monster of Mexico,en,"Animation, Comedy, Family, Mystery","A friend of Fred's, Alejo Otero, invites the Scooby gang to Veracruz, Mexico. There they find a monster, El Chupacabra, terrorizing the town.",2.3242,329,7.278,2003-09-30
14646,Un air de famille,fr,Comedy,"An upper middle-class French family celebrates a birthday in a restaurant. In one evening and during one meal, family history, tensions, collective and separate grudges, delights, and memories both clash and coalesce.",1.07,305,7.277,1996-09-07
14621,Lean On Me,en,Drama,"When principal Joe Clark takes over decaying Eastside High School, he's faced with students wearing gang colors and graffiti-covered walls. Determined to do anything he must to turn the school around, he expels suspected drug dealers, padlocks doors and demands effort and results from students, staff and parents. Autocratic to a fault, this real-life educator put it all on the line.",4.3277,330,7.274,1989-03-03
12614,Victor/Victoria,en,"Music, Comedy, Romance","A struggling female soprano finds work playing a male female impersonator, but it complicates her personal life.",4.6041,439,7.278,1982-04-25
11943,Jeremiah Johnson,en,"Adventure, Western, Drama, Action",A mountain man who wishes to live the life of a hermit becomes the unwilling object of a long vendetta by Indians when he proves to be the match of their warriors in one-to-one combat on the early frontier.,4.6821,663,7.278,1972-09-10
283591,The Secret Scripture,en,"Drama, Romance","The hidden memoir of an elderly woman confined to a mental hospital reveals the history of her passionate yet tortured life, and of the religious and political upheavals in Ireland during the 1920s and 30s.",0.8284,300,7.277,2017-03-23
11963,Three Days of the Condor,en,"Thriller, Mystery","When bookish CIA researcher Joe Turner finds all his co-workers dead, he, together with a woman he has kidnapped, must work together to outwit those responsible until he determines who he can really trust.",6.4416,1297,7.277,1975-09-24
9325,The Jungle Book,en,"Family, Animation, Adventure","The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli ""The Bare Necessities"" of life and the true meaning of friendship.",8.2759,6519,7.277,1967-10-18
590223,Love and Monsters,en,"Comedy, Adventure, Science Fiction, Action","Seven years since the Monsterpocalypse began, Joel Dawson has been living underground in order to survive. But after reconnecting over radio with his high school girlfriend Aimee, Joel decides to venture out to reunite with her, despite all the dangerous monsters that stand in his way.",4.4533,4300,7.276,2020-10-16
424488,Megan Leavey,en,"Drama, War","The true story of Marine Corporal Megan Leavey, who forms a powerful bond with an aggressive combat dog, Rex. While deployed in Iraq, the two complete more than 100 missions and save countless lives, until an IED explosion puts their faithfulness to the test.",2.889,821,7.276,2017-06-09
335360,My Little Pony: The Movie,en,"Family, Animation, Adventure, Fantasy","A new dark force threatens Ponyville, and the Mane 6 – Twilight Sparkle, Applejack, Rainbow Dash, Pinkie Pie, Fluttershy and Rarity – embark on an unforgettable journey beyond Equestria where they meet new friends and exciting challenges on a quest to use the magic of friendship and save their home.",2.387,402,7.3,2017-10-05
13597,Labyrinth,en,"Adventure, Family, Fantasy","When Sarah is forced to babysit her half-brother Toby, she inadvertently summons the Goblin King who whisks Toby away to his castle at the center of a labyrinth. Sarah enters into a bargain with the Goblin King where she is given just thirteen hours to solve the labyrinth and rescue Toby, or else lose him forever.",5.0933,2628,7.3,1986-06-27
764,The Evil Dead,en,Horror,"In 1979, a group of college students find a Sumerian Book of the Dead in an old wilderness cabin they've rented for a weekend getaway.",9.9371,4306,7.276,1981-10-15
93289,Mais où est donc passée la 7ème compagnie ?,fr,"Comedy, War","1940: During the chaotic running fights of the French army the 7th company disappears - nobody knows they've been taken captive. Only their scouting patrol, three witty but lazy guys, can escape and now wanders around behind the German lines. They'd like to just stay out the fights, but a Lieutenant urges them to use a captured truck to break through to their troops.",0.6663,375,7.3,1973-05-24
79120,Weekend,en,"Drama, Romance","After a drunken house party with his straight mates, Russell heads out to a gay club. Just before closing time he picks up Glen but what's expected to be just a one-night stand becomes something else, something special.",4.1149,552,7.275,2011-10-23
3176,バトル・ロワイアル,ja,"Drama, Thriller, Action","In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.",5.208,3662,7.275,2000-12-16
1572,Die Hard: With a Vengeance,en,"Action, Thriller","New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",8.8687,6441,7.275,1995-05-19
889699,عنکبوت مقدس,fa,"Thriller, Drama, Crime","A journalist descends into the dark underbelly of the Iranian holy city of Mashhad as she investigates the serial killings of sex workers by the so called ""Spider Killer"", who believes he is cleansing the streets of sinners.",1.8271,483,7.274,2022-07-13
637693,Spirit Untamed,en,"Animation, Adventure, Family, Western",Lucky Prescott's life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named Spirit.,5.3351,539,7.3,2021-05-20
323661,"Mune, le gardien de la lune",fr,"Animation, Family, Adventure, Fantasy","When a faun named Mune becomes the Guardian of the Moon, little did he had unprepared experience with the Moon and an accident that could put both the Moon and the Sun in danger, including a corrupt titan named Necross who wants the Sun for himself and placing the balance of night and day in great peril. Now with the help of a wax-child named Glim and the warrior, Sohone who also became the Sun Guardian, they go out on an exciting journey to get the Sun back and restore the Moon to their rightful place in the sky.",3.3591,585,7.272,2015-02-05
114150,Pitch Perfect,en,"Comedy, Music, Romance","College student Beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals, nice gals and just plain weird gals, Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.",5.3181,6754,7.274,2012-09-28
23550,Le fate ignoranti,it,"Drama, Romance","When Antonia's husband Massimo is killed in a car accident, she accidentally discovers that he has been having a same-sex affair with a produce wholesaler named Michele.",2.5567,581,7.274,2001-03-16
11499,Frost/Nixon,en,"Drama, History","For three years after being forced from office, Nixon remained silent. But in summer 1977, the steely, cunning former commander-in-chief agreed to sit for one all-inclusive interview to confront the questions of his time in office and the Watergate scandal that ended his presidency. Nixon surprised everyone in selecting Frost as his televised confessor, intending to easily outfox the breezy British showman and secure a place in the hearts and minds of Americans. Likewise, Frost's team harboured doubts about their boss's ability to hold his own. But as the cameras rolled, a charged battle of wits resulted.",1.4744,1249,7.274,2008-10-15
8923,Green Street Hooligans,en,"Crime, Drama","After being wrongfully expelled from Harvard University, American Matt Buckner flees to his sister's home in England. Once there, he is befriended by her charming and dangerous brother-in-law, Pete Dunham, and introduced to the underworld of British football hooliganism. Matt learns to stand his ground through a friendship that develops against the backdrop of this secret and often violent world. 'Green Street Hooligans' is a story of loyalty, trust and the sometimes brutal consequences of living close to the edge.",5.7051,2490,7.3,2005-09-09
6404,Nosferatu - Phantom der Nacht,de,"Drama, Horror",A real estate agent leaves behind his beautiful wife to go to Transylvania to visit the mysterious Count Dracula and formalize the purchase of a property in Wismar.,2.1096,1038,7.3,1979-01-17
2640,Heathers,en,"Comedy, Crime","A girl who halfheartedly tries to be part of the ""in crowd"" of her school meets a rebel who teaches her a more devious way to play social politics: by killing the popular kids.",3.9923,1821,7.274,1988-10-01
969492,Land of Bad,en,"Action, War, Thriller","When a Delta Force special ops mission goes terribly wrong, Air Force drone pilot Reaper has 48 hours to remedy what has devolved into a wild rescue operation. With no weapons and no communication other than the drone above, the ground mission suddenly becomes a full-scale battle when the team is discovered by the enemy.",8.9425,1386,7.273,2024-02-09
121642,Venuto al mondo,it,"Drama, Romance, War","Full-throttle melodrama about an ill-starred romance set against the backdrop of the siege of Sarajevo. A mother brings her teenage son to Sarajevo, where his father died in the Bosnian conflict years ago.",3.3784,464,7.273,2012-09-13
44741,Malizia,it,Comedy,"A widower and two of his sons become infatuated by their beautiful housekeeper, and all three set out to seduce her using their own unique methods.",6.475,342,7.273,1973-03-29
17814,Assault on Precinct 13,en,"Thriller, Action, Crime","A highway patrol officer, two criminals, and a station secretary form an unlikely alliance to defend a defunct Los Angeles precinct against a siege by a bloodthirsty street gang.",1.5998,1151,7.273,1976-10-08
15362,L'ennemi public n°1,fr,"Action, Thriller, Crime, Drama","After nearly two decades of legendary criminal feats, making him France's most notorious criminal while simultaneously feeding his desire for media attention and public adoration, Mesrine becomes increasingly paranoid and isolated, leading to a dramatic confrontation with the law that ultimately seals his fate as the nation's most infamous public enemy.",1.2222,922,7.273,2008-11-19
300671,13 Hours: The Secret Soldiers of Benghazi,en,"War, Action, History, Drama, Thriller",An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,5.6368,3805,7.3,2016-01-14
381,To Catch a Thief,en,"Mystery, Romance, Thriller","When a string of jewel robberies hits the French Riviera, suspicion falls on retired thief John “The Cat” Robie. To clear his name, he sets out to trap the copycat himself—entangling a wealthy widow and her beguiling daughter in a seductive game of pursuit, deception, and desire.",3.0467,1627,7.3,1955-08-03
663870,Retfærdighedens ryttere,da,"Action, Comedy, Drama, Thriller","Markus returns home to care for his daughter when his wife dies in a tragic train accident. However, when a survivor of the wreck surfaces and claims foul play, Markus suspects his wife was murdered and embarks on a mission to find those responsible.",2.3949,993,7.271,2020-11-19
603661,The Hating Game,en,"Drama, Comedy, Romance","Resolving to achieve professional success without compromising her ethics, Lucy embarks on a ruthless game of one-upmanship against cold and efficient nemesis Joshua, a rivalry that is complicated by her growing attraction to him.",6.2979,1154,7.271,2021-12-09
550231,The Secret: Dare to Dream,en,"Drama, Romance","A widow with three children hires a handyman to fix her house during a major storm. When not doing home repairs, he shares his philosophy of believing in the power of the universe to deliver what we want.",2.2325,643,7.271,2020-04-16
99861,Avengers: Age of Ultron,en,"Action, Adventure, Science Fiction","When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",13.4582,23924,7.271,2015-04-22
10654,Hair,en,"Music, Drama, Comedy","Upon receiving his draft notice and leaving his family ranch in Oklahoma, Claude heads to New York and befriends a tribe of long-haired hippies on his way to boot camp.",2.8044,706,7.271,1979-03-15
3,Varjoja paratiisissa,fi,"Comedy, Drama, Romance","Nikander, a rubbish collector and would-be entrepreneur, finds his plans for success dashed when his business associate dies. One evening, he meets Ilona, a down-on-her-luck cashier, in a local supermarket. Falteringly, a bond begins to develop between them.",1.8631,426,7.3,1986-10-17
399366,El secreto de Marrowbone,es,"Thriller, Horror, Mystery",A young man and his three younger siblings are plagued by a sinister presence in the sprawling manor in which they live.,4.3279,1745,7.27,2017-10-27
30421,倩女幽魂,cn,"Fantasy, Action","A naïve young tax collector for the imperial government winds up spending the night in a haunted temple. There he falls in love with a beautiful woman who, unfortunately, is dead. With the aid of a powerful Daoist Swordsman, he must defeat undead hordes, overcome a sinister Tree Demoness, and descend to the pits of hell, to fight for the spirit he loves.",3.5667,317,7.3,1987-07-18
