order_id,product_id,add_to_cart_order,reordered,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,product_name,aisle_id,department_id
2066183,14096,12,0,26046,prior,4,6,17,30.0,Roasted Garlic,9,9
2241429,21137,5,1,163880,prior,20,0,10,6.0,Organic Strawberries,24,4
3285565,8424,17,1,82140,prior,14,0,18,14.0,Broccoli Crown,83,4
1863430,47626,2,0,16380,prior,11,2,10,7.0,Large Lemon,24,4
436340,9421,3,1,170534,prior,2,0,19,28.0,Organic Raw Multigreen Kobmbucha,31,7
2803004,19268,9,0,130576,prior,5,5,12,30.0,Minestrone Soup,1,20
2334945,10586,17,0,200015,prior,4,6,10,30.0,Green Dragon with Passion Fruit Tea,94,7
2914642,12212,4,1,92044,prior,8,5,18,14.0,Unscented 1000 Sheets Per Roll Bathroom Tissue,54,17
3019588,13884,20,0,44107,prior,9,5,17,6.0,Chocolate Chip Muffins,93,3
2472821,27020,11,1,155597,prior,15,2,6,4.0,Mandarins Bag,24,4
1906520,29116,2,1,57701,prior,51,0,16,0.0,Spinach Souffle,38,1
1178916,5876,7,1,45008,prior,26,0,10,7.0,Organic Lemon,24,4
2415112,26604,7,1,110331,prior,36,1,14,5.0,Organic Blackberries,24,4
2795347,15392,1,0,83785,prior,5,2,20,7.0,Organic Mayonnaise,72,13
2604805,10586,5,0,117719,prior,7,3,18,1.0,Green Dragon with Passion Fruit Tea,94,7
973664,7963,12,1,56714,prior,9,2,10,30.0,Gluten Free Whole Grain Bread,58,1
851223,8518,17,0,34118,prior,15,2,10,6.0,Organic Red Onion,83,4
2050246,1818,7,1,17870,prior,41,1,16,6.0,Creamy Coconut & Peanut Spread,88,13
961355,44204,15,0,111191,prior,2,5,12,25.0,Organic Honey Graham Crackers,78,19
2309463,39121,4,1,198552,prior,7,6,11,5.0,Organic Jasmine Rice,38,1
1056587,36695,5,1,24116,prior,13,1,14,7.0,Organic Hothouse Cucumbers,83,4
2413578,37710,1,1,195027,prior,20,1,20,10.0,Trail Mix,125,19
2957182,2581,2,0,7908,prior,38,0,13,7.0,Lavender Floral & Mint Natural Dish Liquid,74,17
2015817,13176,16,1,13131,prior,14,4,20,3.0,Bag of Organic Bananas,24,4
3385445,6825,6,1,187509,prior,6,5,7,21.0,Breakfast Veggie Bacon Strips,42,1
2900356,9124,7,0,175655,prior,8,1,9,30.0,Broccoli & Cheddar Bake Meal Bowl,38,1
3003411,21903,5,1,85278,prior,27,5,18,7.0,Organic Baby Spinach,123,4
87989,48810,5,1,63935,prior,23,0,15,14.0,Brown Rice Bread,58,1
1623881,29307,12,0,58877,prior,13,2,19,8.0,Baby Arugula,123,4
1947194,48745,12,0,107438,prior,2,6,10,8.0,Globe Eggplant,83,4
387558,21903,12,0,79331,prior,2,0,13,24.0,Organic Baby Spinach,123,4
877845,26427,9,1,113133,prior,22,5,15,3.0,Fruit & Nut Delight Bar,3,19
672275,24838,8,0,199584,prior,9,5,23,6.0,Unsweetened Almondmilk,91,16
399183,5578,8,1,184769,prior,50,2,15,7.0,Okra,83,4
674953,13984,17,1,73080,prior,45,2,13,1.0,Organic Mint,16,4
1005388,16797,6,1,58281,prior,42,2,17,7.0,Strawberries,24,4
829847,44632,14,1,187572,prior,50,3,9,7.0,Sparkling Water Grapefruit,115,7
3187826,21137,15,1,136656,prior,8,6,13,23.0,Organic Strawberries,24,4
2182755,11737,3,1,144573,prior,6,0,19,3.0,Organic Lemon Lowfat Yogurt,120,16
520471,605,9,1,89004,prior,7,2,12,5.0,Natural Liquid Laundry Detergent - Blue Eucalyptus and Lavender,75,17
2352681,49113,4,0,184913,prior,5,0,13,2.0,Tall Kitchen Drawstring Bags,60,17
2499546,35973,2,0,17560,prior,7,0,12,29.0,Paprika,104,13
1233407,19354,19,1,160830,prior,11,5,11,4.0,Yo Baby Organic Vanilla Yogurt,120,16
1782253,28985,9,0,45700,train,5,0,13,11.0,Michigan Organic Kale,83,4
1022392,18027,8,1,25339,prior,30,0,9,16.0,Ezekiel 4:9 Bread Organic Sprouted Whole Grain,112,3
382576,48626,12,1,96039,prior,6,5,14,7.0,Coconut Blended Greek Yogurt,120,16
1700800,17008,1,1,178176,prior,4,0,11,2.0,Shredded Sharp Cheddar Cheese,21,16
3386507,12919,3,1,121314,prior,15,5,11,1.0,Coconut Sparkling Water,115,7
1720177,31506,23,1,95576,prior,13,5,13,8.0,Extra Virgin Olive Oil,19,13
1294463,21903,1,1,204022,prior,23,5,5,3.0,Organic Baby Spinach,123,4
439996,47867,7,1,195619,prior,11,4,13,20.0,Gluten Free Honey Mustard & Onion Pretzel Sticks,107,19
1761878,42356,4,1,133591,prior,16,5,20,8.0,Strawberry Preserves,88,13
1342177,10998,22,1,158651,prior,12,1,12,7.0,Yellow Corn Organic Tortillas,128,3
2243817,28058,6,1,180737,prior,32,6,9,6.0,Gluten Free Sliced Mountain White Bread,112,3
1429592,21616,10,1,115495,prior,32,1,10,9.0,Organic Baby Arugula,123,4
3366735,32085,3,0,191220,prior,15,4,12,7.0,Grab 'N Go® Cups & Lids 12 Ounce,111,17
3058471,20695,3,0,24227,prior,3,6,19,30.0,Roasted Garlic Parmesan Italian Pasta Sauce,9,9
2065671,11258,19,0,163896,prior,6,4,15,30.0,Dino Buddies Chicken Breast Nuggets,129,1
664819,48745,13,0,90355,prior,8,5,12,6.0,Globe Eggplant,83,4
884054,27966,13,1,138953,prior,7,0,13,7.0,Organic Raspberries,123,4
2947780,42483,13,1,202648,prior,9,1,10,7.0,Dried Manzanilla,83,4
477805,20198,5,0,134650,prior,8,4,14,4.0,Organic Pumpkin Chips,50,19
2844087,7704,10,0,35752,prior,12,6,17,3.0,Liquid Aminos All Purpose Seasoning,104,13
1340585,7877,16,0,12729,prior,3,4,16,24.0,Chicken Thighs,49,12
2242314,14355,22,1,167250,prior,58,6,12,8.0,Organic Beef Bone Broth,69,15
3335559,35951,7,1,182022,prior,7,6,11,8.0,Organic Unsweetened Almond Milk,91,16
1630338,28281,10,0,66153,prior,30,1,15,2.0,Variety Pack Ice Cream Bars,37,1
2711718,31506,10,0,89236,prior,24,0,12,7.0,Extra Virgin Olive Oil,19,13
1854672,41909,4,0,61418,prior,1,1,20,,Bread & Butter Pickle Chips,110,13
1733915,17758,7,0,116243,prior,6,6,6,4.0,Strawberry Rhubarb Yoghurt,120,16
388774,14084,1,1,169486,prior,16,6,11,21.0,Organic Unsweetened Vanilla Almond Milk,91,16
2204583,4559,3,0,8549,prior,13,1,12,6.0,Vanilla Frosting,97,13
195576,16981,2,1,201411,prior,6,1,19,7.0,"Love My Veg Banana, Beet, Squash, Blueberry",92,18
1764886,22255,4,1,84462,prior,8,2,9,8.0,Organic Nonfat Greek Yogurt With Lemon,120,16
807325,40571,4,1,76570,prior,19,4,8,8.0,Total 2% Greek Strained Yogurt with Cherry 5.3 oz,120,16
2799751,8670,14,1,192277,prior,3,5,14,13.0,Diced Tomatoes,81,15
1462242,17224,6,0,123381,prior,2,4,9,30.0,Oats & Honey Gluten Free Granola,3,19
1286845,18670,18,1,94657,prior,11,6,16,7.0,Original Enriched Rice Drink,91,16
1834795,27355,4,1,158690,prior,22,0,14,13.0,All Natural Seasoned Waffle Cut Fries,129,1
1200867,12206,8,0,185475,prior,9,1,14,25.0,Basil Pesto,9,9
821778,1595,18,0,163735,prior,1,5,18,,Tradtional Hot Chocolate Mix,90,7
243124,24830,10,0,22288,prior,61,3,14,3.0,Organic Romaine,123,4
656394,23712,16,1,19875,prior,34,4,12,2.0,Natural Crackers,78,19
1673165,14764,2,1,128242,train,16,5,12,4.0,Organic Sprouted Wheat Bagels,93,3
2501076,32467,10,1,164632,prior,28,0,8,11.0,Organic Living Butter Lettuce,83,4
1700841,40706,6,1,91928,prior,23,1,16,3.0,Organic Grape Tomatoes,123,4
2139456,27796,4,1,184541,prior,11,3,15,17.0,Real Mayonnaise,72,13
1899956,44229,3,1,169953,prior,3,6,11,30.0,Original Black Bean with Sea Salt Bean Chips,107,19
1904976,10749,13,1,121714,prior,74,0,8,5.0,Organic Red Bell Pepper,83,4
1425393,28199,22,0,52173,prior,4,6,15,22.0,"Clementines, Bag",123,4
815436,37065,14,0,99323,prior,5,0,10,8.0,Serrano Chile Peppers,83,4
2304927,16349,15,1,87498,prior,6,6,15,20.0,Organic Yams,83,4
2489582,5212,5,1,165175,prior,2,6,5,4.0,Watermelon Chunks,123,4
2210369,14668,29,1,12851,prior,6,0,11,29.0,Organic Premium Sweet Petite Mini Peeled Carrots,123,4
1401789,39097,3,0,124888,prior,16,0,14,4.0,Gluten Free White Sandwich Bread,112,3
2927188,23576,1,0,107637,prior,30,6,22,8.0,Sweet Greens and Lemon Vegetable and Fruit Juice Blend,31,7
2326910,22963,2,0,101057,prior,1,0,11,,Organic Roasted Turkey Breast,96,20
2714002,31384,30,0,8749,prior,3,4,10,4.0,Refried Black Beans Low Fat,59,15
227771,28993,11,1,8159,prior,4,2,7,16.0,Iceberg Lettuce,83,4
708940,47087,6,1,13958,prior,23,1,7,4.0,Total 0% Blueberry Acai Greek Yogurt,120,16
1978857,13176,1,1,178842,prior,29,4,16,3.0,Bag of Organic Bananas,24,4
2673585,49075,18,1,53402,prior,13,0,15,7.0,Organic Brown Rice,38,1
1112372,2825,8,1,85577,prior,16,4,12,3.0,Organic Original Hommus,67,20
1906831,10132,2,1,55849,prior,28,4,9,6.0,Organic American Cheese Singles,21,16
2388295,46383,10,0,125240,prior,6,2,18,20.0,Imported Capote Capers,110,13
2058131,16082,7,0,31491,prior,3,2,9,22.0,Brightening Facial Scrub Sea Kelp + CGF,109,11
1439384,17616,17,1,150736,prior,8,5,12,7.0,Goldfish Cheddar Baked Snack Crackers,78,19
2250438,5393,11,0,37526,prior,14,6,19,25.0,Organic Whole Chocolate Milk,84,16
3110528,46906,4,1,115724,prior,9,5,15,7.0,Grape White/Green Seedless,24,4
3376574,13988,10,0,55623,prior,18,3,11,5.0,Snow Peas,83,4
1268718,5603,9,1,196258,prior,49,4,16,3.0,Organic Green Peas,116,1
3411722,3999,1,1,119550,prior,20,0,9,5.0,Bosc Pear,24,4
689531,8451,9,0,90994,prior,7,2,8,30.0,Cheese Tortellini,38,1
1793397,1244,7,1,17001,prior,70,1,10,6.0,Organic Orange Bell Pepper,83,4
2028506,6740,27,0,157518,prior,1,5,18,,Organic Braeburn Apple,24,4
1144962,6187,5,1,194547,prior,6,0,8,21.0,Raisin Bran Cereal,121,14
402683,23375,9,1,118412,prior,32,6,15,7.0,Marinara Sauce,9,9
1289135,36646,3,0,187879,prior,21,0,17,5.0,Lactose Free Sour Cream,108,16
2874379,22963,2,1,125750,prior,2,1,10,7.0,Organic Roasted Turkey Breast,96,20
3224548,432,4,1,118986,prior,17,2,16,20.0,Vanilla Almond Breeze Almond Milk,91,16
2070038,34969,9,0,109217,prior,19,2,13,4.0,Red Vine Tomato,83,4
520830,34247,4,0,94044,prior,1,0,10,,Real Medleys Blueberry Hazelnut Oatmeal,130,14
2265223,13249,1,1,118246,prior,3,5,13,30.0,Skim Milk,84,16
2436689,276,5,0,101722,prior,9,4,23,15.0,French Vanilla Ice Cream,37,1
2312845,17562,6,1,109865,prior,4,6,17,6.0,Olive Tapenade Hummus,67,20
2956038,28204,5,1,69009,prior,4,2,10,8.0,Organic Fuji Apple,24,4
1126423,4461,5,0,162564,prior,4,1,20,1.0,Organic Raw Unfiltered Apple Cider Vinegar,19,13
728945,481,2,0,161753,prior,3,3,9,2.0,Black Peppercorns,104,13
215215,24852,1,1,76730,prior,28,4,9,9.0,Banana,24,4
1542415,40706,2,0,63345,prior,10,2,12,15.0,Organic Grape Tomatoes,123,4
2863549,40859,20,1,78126,prior,11,4,12,16.0,Semi Sweet Chocolate Chips,17,13
1581798,11422,3,0,180755,prior,1,2,6,,Plain Greek Yogurt,120,16
915978,8021,12,1,47484,prior,13,5,8,5.0,100% Recycled Paper Towels,54,17
367351,2855,1,0,112462,prior,1,4,15,,Organic Good Seed Bread,112,3
2101896,42345,22,1,205747,prior,21,6,19,19.0,Baby Food Pouch - Roasted Carrot Spinach & Beans,92,18
3179921,27062,23,0,191316,prior,4,6,11,7.0,Traditional Crust Pepperoni Pizza,79,1
2431366,48988,3,1,60019,prior,65,1,10,6.0,Unsweetened Premium Iced Tea,94,7
538820,35887,23,0,170217,prior,13,5,9,3.0,Organic Mixed Vegetables,116,1
2873089,25146,5,1,22268,prior,28,1,19,0.0,Original Orange Juice,31,7
1796628,10305,6,0,2994,prior,10,3,15,6.0,Black Plum,24,4
3359076,14437,4,1,46658,prior,24,6,12,7.0,Total Greek Yogurt With Honey,120,16
1566686,4605,4,1,55849,prior,21,1,21,6.0,Yellow Onions,83,4
760975,44085,2,1,192507,prior,19,3,11,19.0,Vanilla Light & Fit Greek Yogurt,120,16
1866256,46720,25,0,161214,prior,16,4,15,30.0,Organic Free Range Chicken Broth,69,15
3168350,11913,6,1,126273,prior,85,6,19,0.0,Shelled Pistachios,117,19
3404230,27086,9,0,78115,prior,24,5,9,23.0,Half & Half,53,16
2329453,25093,12,0,10886,prior,53,4,17,3.0,Colby Jack Cheese,21,16
1754470,22507,3,0,17671,prior,37,1,9,4.0,Premium Grapefruit Large,24,4
463410,40688,20,0,137832,prior,1,6,17,,Spinach Artichoke Dip,67,20
2546652,6825,20,1,194688,prior,21,1,16,10.0,Breakfast Veggie Bacon Strips,42,1
666206,1025,1,0,167811,prior,1,6,15,,Organic Fresh Basil,16,4
911343,616,14,0,151447,prior,1,4,9,,Silken Tofu,14,20
2033992,24852,14,0,119910,prior,1,6,10,,Banana,24,4
2756481,35951,17,1,180195,prior,13,3,12,9.0,Organic Unsweetened Almond Milk,91,16
198314,4909,22,0,17580,prior,11,3,14,5.0,Sweet Hot Mustard with Honey,72,13
3094515,19887,2,0,134874,prior,1,3,12,,Unsweetened Vanilla Almond Breeze,91,16
135668,12686,31,0,60529,prior,2,2,14,30.0,Organic Jalapeno Cilantro Hummus,67,20
2208432,21137,14,1,96464,prior,51,0,13,10.0,Organic Strawberries,24,4
1159775,32429,12,0,199478,prior,1,1,13,,Red Mango,24,4
2882690,26369,6,0,105826,prior,8,5,11,11.0,Organic Roma Tomato,83,4
376150,38273,3,0,48292,prior,37,2,14,1.0,Marinara Pasta Sauce,9,9
2896651,23339,5,0,194587,prior,25,6,14,2.0,Sweet Corn On The Cob,83,4
778865,27845,3,1,34737,prior,35,2,18,8.0,Organic Whole Milk,84,16
492486,18423,5,0,51878,prior,3,2,9,17.0,Thin Spaghetti,131,9
2937762,10763,31,1,88322,prior,24,1,14,6.0,Sprouted Khorasan Honey O's,121,14
2363116,49683,5,0,87227,prior,2,1,17,30.0,Cucumber Kirby,83,4
3300890,20754,10,0,100501,prior,10,2,11,10.0,Mediterranean Mint Gelato,37,1
2653250,47766,11,1,26125,prior,45,6,14,7.0,Organic Avocado,24,4
1941869,35914,6,0,162994,prior,3,6,20,20.0,Dha Omega 3 Reduced Fat 2% Milk,84,16
137718,6956,7,0,206131,prior,11,2,17,6.0,Steamed White Rice,38,1
2593122,12383,4,0,132710,prior,1,1,13,,Organic Elbows & Creamy Mild Cheddar Sauce Creamy Deluxe Macaroni Dinner,4,9
238465,47531,5,1,50174,prior,41,2,18,9.0,Organic Toffee Milk Chocolate Bar,45,19
2495714,30776,6,0,11960,train,5,4,19,30.0,Organic Raw Kombucha Gingerade,31,7
1809337,28985,12,1,70028,prior,22,5,15,30.0,Michigan Organic Kale,83,4
1454316,7570,4,1,81563,prior,7,5,15,7.0,Original Cafe Mix Granola,57,14
1077175,2002,13,1,21313,prior,84,4,12,2.0,"The \""World's Best\"" Veggie Burger",42,1
2559389,25072,13,0,185527,prior,1,6,6,,Organic Cheddar Snack Mix,125,19
637317,4957,3,1,131200,prior,11,1,13,0.0,Total 2% Lowfat Greek Strained Yogurt With Blueberry,120,16
2562861,26346,4,1,162137,prior,2,5,20,5.0,Organic Skim Milk,84,16
2964079,44085,13,1,1899,prior,23,4,8,11.0,Vanilla Light & Fit Greek Yogurt,120,16
3169897,35898,9,0,82343,prior,2,2,15,20.0,Original Hot Sauce,72,13
2474822,47209,4,1,183776,prior,34,3,10,4.0,Organic Hass Avocado,24,4
3027897,6742,30,0,128975,prior,3,5,12,5.0,Graduates Vanilla Wheat Lil' Biscuits,92,18
1720932,5876,15,1,152911,train,11,0,11,8.0,Organic Lemon,24,4
2146138,34969,6,0,66097,prior,2,1,9,9.0,Red Vine Tomato,83,4
3078076,33754,7,0,7588,train,5,1,9,14.0,Total 2% with Strawberry Lowfat Greek Strained Yogurt,120,16
2456771,33198,6,1,84000,prior,38,1,20,9.0,Sparkling Natural Mineral Water,115,7
418247,13984,3,0,141850,train,46,0,14,1.0,Organic Mint,16,4
992080,18027,12,1,83529,prior,17,4,13,7.0,Ezekiel 4:9 Bread Organic Sprouted Whole Grain,112,3
2032902,11837,1,0,80180,prior,30,3,19,3.0,Pure Dark Brown Cane Sugar,17,13
1259421,44661,1,1,76674,prior,14,6,8,5.0,Bicolor Sweet Corn,83,4
3306131,9772,1,1,125798,prior,12,1,18,5.0,Sugarfree Spearmint Chewing Gum,20,11
717914,27104,1,0,98873,prior,16,6,16,3.0,Fresh Cauliflower,83,4
2138673,18370,5,1,174451,prior,23,4,16,14.0,Organic Shredded Mozzarella,21,16
2947139,3873,7,1,769,prior,11,3,18,28.0,Mountain Spring Water,115,7
886141,19660,8,0,52323,train,5,3,8,6.0,Spring Water,115,7
3304037,22935,9,0,126797,prior,17,1,12,7.0,Organic Yellow Onion,83,4
1010088,20323,3,1,150065,prior,24,4,17,12.0,Strained Tomatoes,81,15
3226907,45873,5,0,73489,prior,8,2,10,16.0,Chai Spice Black Tea Bags,94,7
1444576,28999,19,0,144153,train,9,1,12,30.0,Flank Steak,122,12
486246,22935,3,0,102576,prior,1,1,16,,Organic Yellow Onion,83,4
3139094,17223,3,1,168625,prior,24,5,19,2.0,Freshly made spaghetti tossed with meatballs in a seasoned tomato sauce Spaghetti with Meatballs,38,1
750570,889,11,1,38454,prior,30,2,11,7.0,Oatnut Bread,112,3
1021218,263,2,1,13130,prior,40,1,17,7.0,Red Food Color,97,13
283749,23977,8,0,14135,train,5,5,8,30.0,Unsweetend Creamer,53,16
2851668,39619,14,0,170380,prior,24,5,10,5.0,Organic Tomato Basil Pasta Sauce,9,9
848358,24852,12,0,119379,prior,8,1,16,30.0,Banana,24,4
462291,47719,8,0,93538,prior,37,6,19,2.0,Banana Raspberry & Brown Rice Stage 2,92,18
3003287,20423,2,1,165547,prior,21,6,11,14.0,Unfiltered Original Ginger Ale,77,7
1783711,8518,24,1,77496,prior,23,5,22,13.0,Organic Red Onion,83,4
3323219,27845,2,1,83093,prior,37,6,13,6.0,Organic Whole Milk,84,16
974184,39475,8,0,188733,prior,14,0,12,9.0,Total Greek Strained Yogurt,120,16
2553126,43713,3,0,41166,prior,9,2,20,0.0,Organic Creamy Peanut Butter,88,13
2800782,26606,26,0,151094,train,5,0,15,30.0,Simply White Natural Clean Mint Fluoride Toothpaste,20,11
1785792,5268,4,0,48795,train,24,4,11,19.0,Bagel Bites Three Cheese Mini Bagel Pizzas,129,1
121734,1560,9,1,43772,prior,9,6,10,14.0,Bag Of Ice,37,1
1493620,34312,1,1,188722,train,9,1,12,30.0,Triple-Acting Stain Remover Liquid Refill Pre-Spotter,75,17
1526263,17708,25,0,126566,prior,3,0,9,22.0,Organic Corn Tortillas,128,3
115770,23719,25,1,110943,prior,18,4,10,30.0,Chicken Tortilla Soup,1,20
2665191,9270,4,0,93048,prior,1,1,13,,French Onion Dip Mix,51,13
1715342,389,18,1,90761,prior,13,5,8,30.0,Mache Blend,123,4
351518,8571,1,0,156229,prior,1,2,16,,Baby Cucumbers,32,4
1811155,26723,9,1,40904,prior,11,0,10,5.0,Comice Pear,24,4
1402043,49236,10,1,148155,prior,26,6,9,4.0,80% Lean Ground Beef,122,12
319645,23081,21,0,147233,prior,19,1,10,14.0,Gluten Free Brown Rice Bread,58,1
2832075,14947,7,1,69826,prior,13,5,21,5.0,Pure Sparkling Water,115,7
2976626,42736,7,0,29543,prior,6,5,16,24.0,Unsalted Butter,36,16
2246093,13885,5,1,63725,prior,12,5,7,3.0,Caramel Cookie Crunch Gelato,37,1
577045,35621,4,0,143973,prior,1,0,11,,Original Chili con Carne with Beans,59,15
1226605,47626,13,0,199903,train,14,1,15,30.0,Large Lemon,24,4
819251,23734,9,1,141778,prior,24,5,21,14.0,Sour Cream,108,16
286107,21903,5,1,118945,prior,41,0,10,7.0,Organic Baby Spinach,123,4
2155532,45508,9,1,188384,prior,12,5,15,7.0,Fruit Pie Apple,61,19
626049,14858,12,1,95991,prior,9,5,11,16.0,Multigrain Pita Chips,107,19
3389795,8025,4,1,164038,prior,6,1,9,12.0,Uncured Beef Hot Dogs,106,12
1738996,21174,15,1,52215,prior,8,1,10,14.0,I Heart Baby Kale,123,4
3003885,6297,1,0,175414,prior,2,1,8,30.0,Cheese Puffs Original,107,19
1687794,17224,8,1,134419,prior,19,2,16,15.0,Oats & Honey Gluten Free Granola,3,19
1066353,11198,7,0,176021,prior,12,3,16,9.0,Seasoning Paprika,104,13
1125143,21249,12,1,40093,prior,14,4,18,2.0,Organic Ramen Noodles,66,6
3406877,20608,6,0,166593,prior,14,0,12,4.0,Grapeseed Oil,19,13
2411523,17795,6,0,7753,prior,10,5,5,12.0,Organic Green Leaf Lettuce,83,4
2268419,33768,10,0,107653,prior,22,2,19,6.0,Sinfully Sweet Campari Tomatoes,83,4
1203178,27554,4,1,67366,prior,8,1,10,24.0,Gluten Free Blueberry Muffins,93,3
934690,27104,11,1,16785,prior,13,1,18,11.0,Fresh Cauliflower,83,4
798072,13176,6,1,116255,prior,86,2,13,1.0,Bag of Organic Bananas,24,4
2141611,18027,1,1,3321,prior,11,4,8,9.0,Ezekiel 4:9 Bread Organic Sprouted Whole Grain,112,3
1743285,21137,27,1,72901,prior,19,0,11,15.0,Organic Strawberries,24,4
299475,47766,5,1,29001,prior,3,0,17,8.0,Organic Avocado,24,4
2898906,27086,3,1,137506,prior,38,6,10,6.0,Half & Half,53,16
1447621,9076,11,0,85348,prior,1,4,8,,Blueberries,116,1
3257971,28842,22,0,163383,prior,24,0,14,19.0,Bunched Cilantro,16,4
1738698,47626,5,1,49452,prior,20,3,15,18.0,Large Lemon,24,4
317290,30756,3,1,119527,prior,2,0,23,22.0,Mandarin Clementine  Bag,24,4
2605309,40706,15,1,179795,prior,32,0,13,7.0,Organic Grape Tomatoes,123,4
1792870,20448,3,1,112972,prior,26,3,18,7.0,Organic Raisins,117,19
1821861,38400,1,0,37240,prior,4,2,16,16.0,Asparation/Broccolini/Baby Broccoli,83,4
198748,3896,1,1,139432,prior,9,0,14,14.0,Organic Honey Sweet Whole Wheat Bread,112,3
2437092,25020,2,1,176567,prior,37,6,6,7.0,Organic Banana Chips,50,19
29527,8021,21,1,103603,prior,8,5,9,13.0,100% Recycled Paper Towels,54,17
848064,14947,16,1,113017,prior,20,1,19,9.0,Pure Sparkling Water,115,7
2498196,48871,13,0,18171,prior,3,2,15,1.0,Natural Tomato Paste,81,15
3308746,11777,18,1,5443,prior,35,0,11,5.0,Red Raspberries,123,4
2370094,47185,4,0,156831,prior,5,2,5,5.0,Spreadable Butter with Canola Oil,36,16
1590023,37687,5,1,108935,prior,13,0,12,7.0,Organic Spring Mix,123,4
531514,30106,9,0,38968,prior,1,2,14,,Miniatures Candy Bars,45,19
2103545,11097,20,0,3198,prior,2,5,14,25.0,Chipotle Pepprs in Adobo Sauce,30,6
90548,39408,13,1,38642,prior,23,6,18,10.0,Gala Apples,24,4
1339475,38837,12,1,175771,prior,37,0,17,5.0,Crispy Chick'n Sliders,42,1
2279893,36389,21,1,74849,prior,6,6,14,7.0,Organic Rainbow Chard Vegetable,83,4
3405824,33614,5,1,57414,prior,9,5,17,28.0,Carb Balance Flour Tortillas,128,3
2564560,26177,17,1,118328,prior,19,5,10,5.0,Organic Honey Nut O's Cereal,121,14
1579584,8803,12,1,102031,prior,15,5,8,17.0,Fully Husked & Trimmed Super Sweet Corn,32,4
2772139,20955,4,0,47633,prior,2,4,8,25.0,Cereal,121,14
1244916,23028,13,0,87108,prior,8,4,19,10.0,"Fluoride Whole Care Peppermint, Gel Toothpaste",20,11
671927,11824,2,1,188616,prior,34,0,16,5.0,Chocolate Sleep Supplement,47,11
2074807,47526,3,1,28592,prior,24,6,13,8.0,Goat Cheese Log,21,16
1805551,42800,5,1,103761,prior,4,4,15,30.0,Roast Almond Milk Chocolate Candy Bar,45,19
2734796,5876,22,1,100428,train,12,4,12,30.0,Organic Lemon,24,4
2710967,5938,7,0,182039,prior,9,2,11,14.0,Savory Salmon,41,8
3159725,43961,4,1,30887,prior,2,0,16,30.0,Organic Peeled Whole Baby Carrots,123,4
993514,42356,21,0,102376,prior,40,1,18,4.0,Strawberry Preserves,88,13
972044,24852,8,1,182772,prior,3,5,14,4.0,Banana,24,4
1868587,22935,2,0,162332,prior,8,0,10,12.0,Organic Yellow Onion,83,4
2840984,37050,7,1,78086,prior,63,2,18,9.0,"Multi-Vitamin & Mineral, Gummy Bears, Fruit Flavors",47,11
771644,24852,2,1,169275,prior,43,1,8,11.0,Banana,24,4
2156364,28653,6,1,46613,prior,5,5,12,19.0,Bai Bubbles Bolivia Black Cherry,77,7
12260,23423,3,1,88397,prior,3,1,15,29.0,Original Hawaiian Sweet Rolls,43,3
1090127,38544,8,1,30666,prior,14,5,21,5.0,Organic Whole Milk Strawberry Beet Berry Yogurt Pouch,120,16
157903,40545,5,0,76849,prior,1,4,15,,Berry Medley,116,1
3359122,37067,7,0,21988,prior,2,2,11,7.0,Organic Banana,24,4
2381807,4920,12,1,141945,prior,25,3,18,6.0,Seedless Red Grapes,123,4
2615945,12034,6,0,147058,train,27,2,8,13.0,"Carrot, Mango, & Coconut With Red Lentils Organic Baby Food",92,18
1223036,27966,11,1,144956,prior,53,6,16,6.0,Organic Raspberries,123,4
1768226,38400,10,0,111147,prior,4,6,17,30.0,Asparation/Broccolini/Baby Broccoli,83,4
2605494,43726,8,0,134329,prior,54,2,16,5.0,Mixed Grapes,24,4
279541,35547,4,1,210,prior,23,5,17,5.0,Organic Baby Kale,83,4
287986,18479,13,0,188782,train,7,4,17,30.0,Organic Low Sodium Vegetable Broth,69,15
523815,48679,13,1,66706,prior,12,0,12,2.0,Organic Garnet Sweet Potato (Yam),83,4
2867959,32545,7,0,77123,prior,30,5,16,20.0,Bakery Classics Sliders Golden Potato Buns,43,3
3096890,24390,29,0,55221,prior,23,1,9,25.0,Pomegranate,24,4
27175,38192,16,1,203194,prior,20,0,8,6.0,Pear & Mango Stage 2 Baby Food,92,18
1667188,48747,2,0,192410,prior,5,1,13,18.0,Oh My Yog! Gingered Pear Trilayer Yogurt,120,16
1069458,9121,2,0,152091,prior,6,0,20,5.0,Diapers Cruisers Size 4 Super Pack,56,18
1512976,33540,2,1,160014,prior,7,4,9,3.0,Whole Grain Organic Blueberry Waffles,52,1
1363364,45311,12,0,45810,prior,5,1,14,30.0,Protein Bar Maple Sea Salt,100,21
665988,34993,1,1,203557,prior,10,6,19,15.0,Mango Yoghurt,120,16
2454260,48131,13,1,83376,prior,13,5,15,30.0,Versatile Stain Remover 65 Loads,75,17
2230377,45541,13,0,47440,prior,3,5,13,12.0,The Tonight Dough™ Ice Cream,37,1
917089,47626,6,1,131498,prior,36,3,17,3.0,Large Lemon,24,4
3001230,7014,26,0,21221,prior,2,6,16,7.0,Dishwasher Gel Free & Clear,74,17
1213936,22309,29,1,146047,prior,30,4,19,2.0,Soft & Smooth100% Whole Wheat Bread,112,3
1212574,27696,28,0,114332,prior,4,6,15,9.0,Multi Surface Vinegar Cleaner,114,17
